Session ID,OLX User ID,Category 1 Ads,Category 2 Ads
e3c8d3d1dee3f0b8,19341,0,0
9cdf4f296226d438,13116,0,0
e9da817911e44689,19871,0,0
836e2ffedf500003,10992,3,52
56332e46def9e1e6,4141,0,0
6da14e2302da1b10,8942,0,2
d21c96541711e13d,5613,0,0
575992f2ae1cf9d0,6955,0,6
a31f50e701d8209b,13794,4,0
2e01a943b0076a17,2995,0,0
a9cebc929d6bff58,12524,0,0
9a632c6ce0b52f9f,12919,0,22
ae2f4424b67e6104,14739,0,0
b3f16332c10638c9,15315,0,0
c98df0ecb00e6253,17130,1,4
7aeb9fef4251c71b,10052,2,0
f0fb19ec28a784b8,20433,0,0
4e55b2ed9502ea46,6072,49,5
70781b49c07960c1,9244,0,0
590ceadf6a7d01d9,7094,0,0
1fe26ecaef06b12d,1628,0,0
8e540b4d68a02b10,12008,2,23
a7e5860a108fd066,14211,0,4
dadbd821b537bb9f,954,0,0
848ce045651e79b,11108,0,0
9f67b029a5a3796c,13416,0,0
46543f21e621d393,5350,0,8
81bf75549740e07b,10679,0,0
b34af867bdac098,5114,0,0
784f58c3ffe9793f,9885,0,0
56a73c5a4923aeab,6909,156,1
1d0766fde8b6ec54,1283,0,0
76904e23e6189e98,9717,0,0
f1b56963930c2b1d,20494,22,0
5e22e37509ea3aea,7545,55,11
b6eeebc9cb31d517,15560,0,0
4074dd9c3addea70,4793,6,15
31f4e218c191386e,3371,0,0
89bef71ebc47d83c,11533,0,0
b7df22591a22e828,15627,0,0
24376cac0c077137,2027,0,0
ec79e4f0fa5dca93,20139,0,1
59459953996410a0,7128,0,0
463db219827244dc,5340,0,0
4aecf9439acd7b48,1095,0,0
27501b248cccd703,2357,0,0
c8bb93c702e98a9b,17055,2,181
7086f788e7e3016e,9247,0,0
9548f8b509bbcc46,12538,0,44
d44d5c1149a90dbb,18055,1,0
70afc87dc2a83551,9262,0,0
fda2b29cb6bb61aa,21422,0,0
cc70863ec9ac9f18,17389,0,3
6153a492eabc566,7810,0,4
ae47be5b40f6b620,14749,0,0
419e4f339d9a90d9,4912,0,0
fc3b26723bffaa21,21323,42,0
e6ad2e7d1f6f23e2,19536,0,2
de33b12109c5790f,18887,0,0
fb2fadb5a0b04566,21240,0,0
aeeaf5e96089e2aa,14802,0,0
bd7655474c7b87b9,16117,0,0
27a0625d0137732e,2375,0,0
8987a035e7fd8512,11514,2,33
4c9df42f54a21a79,4040,0,1
529376de9edd5c33,6479,0,0
f8300fc498895200,21008,0,0
2cd0798d272f1629,2857,0,0
ce5d96464bc26a4d,17566,0,0
42179224126148fd,4151,0,112
7b8f8d668967d7d7,10080,0,0
5bbe2b0b2c7d41bd,7297,0,4
6cf090f774feaa0f,8880,0,2
5d74f2787120d652,7476,0,46
9cf3e88eb16f6679,13132,0,0
4e7d60fb47da560,6089,0,0
268b34515fc7271c,2283,14,0
b8361c9a86c6a5a8,107,0,0
100d21c96caa1ede,5,1,4
8f706246c8366ddf,12093,0,1
42cbea038d198d2a,5050,0,0
4be5c045d9e1889a,5878,0,0
b3c64e41bb3b65b3,15248,0,0
e64dfc431942fff0,13753,0,84
80d9dde9ebd48511,10578,5,0
3b2138afd732106a,4293,0,0
4aecf9439acd7b48,1094,0,0
9d2901377e42e65a,13170,0,1
cc4238cc9c48083,5954,0,0
684e37b52c258a41,8502,0,22
1165ede37d838c41,146,0,0
d556cfeb6eaa5af7,18154,0,0
9924558a4b71df59,3209,0,0
7ff2874594c39984,10486,0,0
f3cf9cd5a2eca616,20647,1,0
385bda0db75bee7e,4028,67,0
1a5bfc2776885b69,988,0,0
7c4c9971de76196c,10152,0,0
ddc43a386a38c779,18839,0,0
fbffffe18dc57c5d,2150,0,0
45ce091db88826d4,5286,0,0
53cbcfba87c1fc4,6610,0,0
6a5429cb96836a3e,8680,0,0
fd73fdb89e0e290a,21401,0,3
12e9e8b0405c4578,289,0,0
d0569f59ea675e64,17708,0,0
947d0c53b7f29ab1,12439,0,0
8cb47c4944f6f357,11877,0,0
9071973b6d7b806d,12161,0,0
a63d1cbf7321ac09,14038,0,76
da8b8d159a88bfae,18599,0,3
96bc246c6711be56,12630,0,2
f545da095632fe1a,20781,0,0
89ed1a219c8eefb6,11550,0,0
4ba76cb9170ad525,5843,0,0
ad45ab3463c827d0,14671,12,0
6ecd71738e18939a,6703,0,0
fa1336c5743c7601,21163,0,0
50193d79e23e20c7,6266,0,0
2580a13720966eb,2188,1,0
557886fd32dc2793,6765,0,0
4f8cfef9484e836d,6200,0,0
81101bcf10536455,10586,0,7
8323d46093ffcbc4,10785,0,0
529376de9edd5c33,6485,0,0
7e5161168e80d0fb,10279,58,0
8603f3aac4d0744a,10239,0,2
4297fecb635e3cb2,5012,0,0
23fea763098dabb6,2003,0,1
